ID Produto;Data;Produto;Categoria;Subcategoria;Loja;Preco Vendido
33;14/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;14/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Cachambi - RJ;39.99
2;14/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Tijuca - RJ;69.99
3;14/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Botagogo - RJ;59.99
4;14/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Gavea - RJ;89.99
5;14/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Gavea - RJ;109.99
6;14/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Gavea - RJ;79.99
7;14/05/2019;CALCA SLIM 500;Roupas;Calcas;Tijuca - RJ;129.99
8;14/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Gavea - RJ;129.99
9;14/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Gavea - RJ;89.99
10;14/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;14/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Tijuca - RJ;79.99
12;14/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Barra da Tijuca - RJ;59.99
13;14/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Tijuca - RJ;59.99
14;14/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Gavea - RJ;49.99
15;14/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Botagogo - RJ;119.99
16;14/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Tijuca - RJ;169.99
17;14/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Barra da Tijuca - RJ;189.99
18;14/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Gavea - RJ;69.99
19;14/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Tijuca - RJ;39.99
20;14/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Gavea - RJ;59.99
21;14/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Barra da Tijuca - RJ;69.99
22;14/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
23;14/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Tijuca - RJ;89.99
24;14/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;14/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Barra da Tijuca - RJ;249.99
26;14/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Tijuca - RJ;9.99
27;14/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Botagogo - RJ;9.99
28;14/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Botagogo - RJ;24.99
29;14/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Tijuca - RJ;34.99
30;14/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Gavea - RJ;25.99
31;14/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Botagogo - RJ;49.99
32;14/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Botagogo - RJ;49.99
33;14/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Botagogo - RJ;149.99
1;15/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Cachambi - RJ;39.99
2;15/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Cachambi - RJ;69.99
3;15/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Botagogo - RJ;59.99
4;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Botagogo - RJ;89.99
5;15/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Cachambi - RJ;79.99
7;15/05/2019;CALCA SLIM 500;Roupas;Calcas;Cachambi - RJ;129.99
8;15/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Botagogo - RJ;129.99
9;15/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Barra da Tijuca - RJ;89.99
10;15/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Cachambi - RJ;79.99
11;15/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Gavea - RJ;79.99
12;15/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Cachambi - RJ;59.99
13;15/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Barra da Tijuca - RJ;59.99
14;15/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Botagogo - RJ;49.99
15;15/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Botagogo - RJ;119.99
16;15/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Gavea - RJ;169.99
17;15/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Botagogo - RJ;189.99
18;15/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Botagogo - RJ;69.99
19;15/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;15/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Botagogo - RJ;59.99
21;15/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;15/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
23;15/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
24;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Barra da Tijuca - RJ;119.99
25;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Tijuca - RJ;249.99
26;15/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Tijuca - RJ;9.99
27;15/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Tijuca - RJ;9.99
28;15/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Gavea - RJ;24.99
29;15/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Tijuca - RJ;34.99
30;15/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Botagogo - RJ;49.99
32;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Tijuca - RJ;49.99
33;15/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Cachambi - RJ;149.99
1;15/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;15/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Botagogo - RJ;69.99
3;15/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Barra da Tijuca - RJ;59.99
4;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Barra da Tijuca - RJ;89.99
5;15/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Gavea - RJ;79.99
7;15/05/2019;CALCA SLIM 500;Roupas;Calcas;Gavea - RJ;129.99
8;15/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Tijuca - RJ;129.99
9;15/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Botagogo - RJ;89.99
10;15/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Tijuca - RJ;79.99
11;15/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Barra da Tijuca - RJ;79.99
12;15/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Cachambi - RJ;59.99
13;15/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Tijuca - RJ;59.99
14;15/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Botagogo - RJ;49.99
15;15/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Botagogo - RJ;119.99
16;15/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Cachambi - RJ;169.99
17;15/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Botagogo - RJ;189.99
18;15/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Gavea - RJ;69.99
19;15/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Cachambi - RJ;39.99
20;15/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Botagogo - RJ;59.99
21;15/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;15/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Tijuca - RJ;89.99
23;15/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
24;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Gavea - RJ;119.99
25;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Cachambi - RJ;249.99
26;15/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Barra da Tijuca - RJ;9.99
27;15/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Cachambi - RJ;9.99
28;15/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Botagogo - RJ;24.99
29;15/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Cachambi - RJ;34.99
30;15/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Cachambi - RJ;25.99
31;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Cachambi - RJ;49.99
32;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Barra da Tijuca - RJ;49.99
33;15/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;15/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Tijuca - RJ;39.99
2;15/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Cachambi - RJ;69.99
3;15/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Botagogo - RJ;59.99
4;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Botagogo - RJ;89.99
5;15/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Botagogo - RJ;79.99
7;15/05/2019;CALCA SLIM 500;Roupas;Calcas;Gavea - RJ;129.99
8;15/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Cachambi - RJ;129.99
9;15/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Tijuca - RJ;89.99
10;15/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Tijuca - RJ;79.99
11;15/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Cachambi - RJ;79.99
12;15/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;15/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;15/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Gavea - RJ;49.99
15;15/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Gavea - RJ;119.99
16;15/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Cachambi - RJ;169.99
17;15/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Botagogo - RJ;189.99
18;15/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Botagogo - RJ;69.99
19;15/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;15/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Gavea - RJ;59.99
21;15/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Barra da Tijuca - RJ;69.99
22;15/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Barra da Tijuca - RJ;89.99
23;15/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Tijuca - RJ;89.99
24;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Barra da Tijuca - RJ;119.99
25;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Botagogo - RJ;249.99
26;15/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Gavea - RJ;9.99
27;15/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Botagogo - RJ;9.99
28;15/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Cachambi - RJ;24.99
29;15/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;34.99
30;15/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Botagogo - RJ;49.99
32;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Tijuca - RJ;49.99
33;15/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Gavea - RJ;149.99
1;15/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Barra da Tijuca - RJ;39.99
2;15/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Tijuca - RJ;69.99
3;15/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Barra da Tijuca - RJ;59.99
4;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Cachambi - RJ;89.99
5;15/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Cachambi - RJ;109.99
6;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Cachambi - RJ;79.99
7;15/05/2019;CALCA SLIM 500;Roupas;Calcas;Botagogo - RJ;129.99
8;15/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Cachambi - RJ;129.99
9;15/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Tijuca - RJ;89.99
10;15/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;15/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Cachambi - RJ;79.99
12;15/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;15/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Cachambi - RJ;59.99
14;15/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Tijuca - RJ;49.99
15;15/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Barra da Tijuca - RJ;119.99
16;15/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Gavea - RJ;169.99
17;15/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Tijuca - RJ;189.99
18;15/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Botagogo - RJ;69.99
19;15/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Tijuca - RJ;39.99
20;15/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Cachambi - RJ;59.99
21;15/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Tijuca - RJ;69.99
22;15/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Gavea - RJ;89.99
23;15/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Gavea - RJ;89.99
24;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Barra da Tijuca - RJ;249.99
26;15/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Barra da Tijuca - RJ;9.99
27;15/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Botagogo - RJ;9.99
28;15/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Tijuca - RJ;24.99
29;15/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;34.99
30;15/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Botagogo - RJ;25.99
31;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Cachambi - RJ;49.99
32;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Cachambi - RJ;49.99
33;15/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Tijuca - RJ;149.99
1;15/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;15/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Cachambi - RJ;69.99
3;15/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Tijuca - RJ;59.99
4;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Botagogo - RJ;89.99
5;15/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Botagogo - RJ;109.99
6;15/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Botagogo - RJ;79.99
7;15/05/2019;CALCA SLIM 500;Roupas;Calcas;Botagogo - RJ;129.99
8;15/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Gavea - RJ;129.99
9;15/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Tijuca - RJ;89.99
10;15/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;15/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Cachambi - RJ;79.99
12;15/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Botagogo - RJ;59.99
13;15/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Tijuca - RJ;59.99
14;15/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Botagogo - RJ;49.99
15;15/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Tijuca - RJ;119.99
16;15/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Tijuca - RJ;169.99
17;15/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Gavea - RJ;189.99
18;15/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Gavea - RJ;69.99
19;15/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Botagogo - RJ;39.99
20;15/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Cachambi - RJ;59.99
21;15/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Cachambi - RJ;69.99
22;15/05/2019;TENIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500;Calcados;Tenis Corrida;Botagogo - RJ;89.99
23;15/05/2019;TENIS FITNESS MASCULINO PRETO/CINZA LINHA 500;Calcados;Tenis Corrida;Cachambi - RJ;89.99
24;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 100;Calcados;Tenis Corrida;Botagogo - RJ;119.99
25;15/05/2019;TENIS FITNESS MASCULINO PRETO LINHA 900;Calcados;Tenis Corrida;Gavea - RJ;249.99
26;15/05/2019;MEIA DE CORRIDA COMFORT INVISIBLE KALENJI;Calcados;Meias;Barra da Tijuca - RJ;9.99
27;15/05/2019;MEIA DE CORRIDA COMFORT HIGH;Calcados;Meias;Barra da Tijuca - RJ;9.99
28;15/05/2019;MEIA DE CORRIDA KIPRUN THICK KALENJI;Calcados;Meias;Cachambi - RJ;24.99
29;15/05/2019;LUVAS ACADEMIA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Cachambi - RJ;34.99
30;15/05/2019;LUVAS ACADEMIA / MEIA PALMA MUSCULACAO NEOPRENE (O PAR);Acessorios;Luvas;Gavea - RJ;25.99
31;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO PRETA;Acessorios;Bolsas;Cachambi - RJ;49.99
32;15/05/2019;MALA ESPORTIVA 30L DOBRAVEL TUBO VIOLETA;Acessorios;Bolsas;Botagogo - RJ;49.99
33;15/05/2019;BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS;Acessorios;Bolsas;Botagogo - RJ;149.99
1;16/05/2019;BLUSA MASCULINA GINASTICA;Roupas;Agasalhos;Gavea - RJ;39.99
2;16/05/2019;AGASALHO MENINO GINASTICA;Roupas;Agasalhos;Botagogo - RJ;69.99
3;16/05/2019;BERMUDA FITNESS MASCULINA FST 120 PRETO CLASSICA;Roupas;Bermudas;Tijuca - RJ;59.99
4;16/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/CINZA;Roupas;Bermudas;Cachambi - RJ;89.99
5;16/05/2019;"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500";Roupas;Bermudas;Barra da Tijuca - RJ;109.99
6;16/05/2019;BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO;Roupas;Bermudas;Gavea - RJ;79.99
7;16/05/2019;CALCA SLIM 500;Roupas;Calcas;Cachambi - RJ;129.99
8;16/05/2019;CALCA MASCULINA 500;Roupas;Calcas;Botagogo - RJ;129.99
9;16/05/2019;CALCA DE FITNESS ENERGY DOMYOS MASCULINA;Roupas;Calcas;Gavea - RJ;89.99
10;16/05/2019;CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI;Roupas;Camisetas;Botagogo - RJ;79.99
11;16/05/2019;CAMISETA FITNESS MASCULINA FST500 PRETO CINZENTO;Roupas;Camisetas;Gavea - RJ;79.99
12;16/05/2019;CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO;Roupas;Camisetas;Tijuca - RJ;59.99
13;16/05/2019;CAMISETA FITNESS MASCULINA FST120 BORDO ESTAMPADO;Roupas;Camisetas;Botagogo - RJ;59.99
14;16/05/2019;CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI;Roupas;Camisetas;Cachambi - RJ;49.99
15;16/05/2019;JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO;Roupas;Jaquetas;Gavea - RJ;119.99
16;16/05/2019;JAQUETA MASCULINA DE ACADEMIA FVE900;Roupas;Jaquetas;Cachambi - RJ;169.99
17;16/05/2019;CASACO MASCULINO GINASTICA SPACER;Roupas;Jaquetas;Gavea - RJ;189.99
18;16/05/2019;REGATA MACHAO MASCULINA FTA 500 VERDE;Roupas;Regatas;Tijuca - RJ;69.99
19;16/05/2019;"REGATA ""MACHAO"" FITNESS TECIDO LEVE 100 AZUL MARINHO";Roupas;Regatas;Cachambi - RJ;39.99
20;16/05/2019;REGATA FITNESS MASCULINA 2019 - LINHA 500;Roupas;Regatas;Botagogo - RJ;59.99
21;16/05/2019;REGATA MACHAO MASCULINA FTA 500 PRETA;Roupas;Regatas;Barra da Tijuca - RJ;69.99
